<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170725,000000,95.7050000,96.0000000,95.7000000,95.9000000,64246
20170726,000000,95.7050000,96.0500000,95.7000000,96.0010000,89770
20170727,000000,96.0000000,96.3010000,96.0000000,96.2520000,64203
20170728,000000,96.2140000,96.6390000,96.0010000,96.0510000,417943
20170731,000000,96.0640000,96.2990000,95.8010000,96.1500000,63815
20170801,000000,96.3980000,96.4000000,95.9040000,95.9100000,22471
20170802,000000,95.9420000,96.0070000,95.8000000,95.9010000,277742
20170803,000000,95.9000000,96.3000000,95.9000000,96.2010000,82793
20170804,000000,96.3500000,96.5500000,96.3500000,96.5000000,11799
20170807,000000,96.8980000,96.9000000,96.5020000,96.5530000,67548
20170808,000000,96.4830000,96.8960000,96.3550000,96.4510000,536875
20170809,000000,96.2930000,96.6680000,96.2320000,96.2750000,2066
20170810,000000,96.6520000,96.7690000,96.4340000,96.4340000,1858
20170811,000000,96.1840000,96.5980000,96.1830000,96.3520000,1360
20170814,000000,96.7150000,96.7620000,96.2820000,96.5410000,19962
20170815,000000,96.9130000,96.9130000,96.5010000,96.5020000,19319
20170816,000000,96.8640000,97.0000000,96.5020000,96.6010000,8090
20170817,000000,96.7530000,96.9980000,96.6820000,96.8030000,3147
20170818,000000,96.7180000,97.1110000,96.7130000,96.9000000,16343
20170821,000000,96.7030000,97.0400000,96.7030000,96.9510000,632742
20170822,000000,97.0850000,97.0850000,96.8010000,96.8010000,58563
20170823,000000,96.9590000,97.0770000,96.8010000,96.8540000,30553
20170824,000000,96.8540000,97.0970000,96.8530000,96.9630000,53492
20170825,000000,97.0110000,97.1430000,96.9040000,96.9720000,3018
20170828,000000,96.9720000,97.0980000,96.6010000,96.9230000,12415
20170829,000000,96.9100000,97.1690000,96.8010000,96.8030000,59225
20170830,000000,97.0700000,97.1000000,96.8080000,96.9520000,29827
20170831,000000,97.3030000,97.4430000,97.0040000,97.3520000,367029
20170901,000000,97.6130000,97.7970000,97.2430000,97.6790000,106937
20170904,000000,97.4940000,97.8650000,97.4910000,97.6700000,150329
20170905,000000,97.8670000,98.2790000,97.6500000,98.0030000,238140
20170906,000000,98.2760000,98.4780000,97.9470000,98.0440000,151216
20170907,000000,98.0400000,98.3950000,98.0020000,98.0020000,122184
20170908,000000,98.2390000,98.2400000,98.0500000,98.0500000,28739
20170911,000000,98.1950000,98.1960000,97.9530000,98.0060000,1714
20170912,000000,98.2460000,98.2880000,98.0030000,98.0100000,180
20170913,000000,98.2440000,98.2480000,98.0010000,98.1010000,188269
20170914,000000,98.2640000,98.2670000,97.9130000,97.9220000,21182
20170915,000000,97.8870000,98.4980000,97.8080000,97.8080000,1500
20170918,000000,98.4940000,98.4980000,97.9280000,97.9280000,151278
20170919,000000,98.1450000,98.1470000,97.8050000,97.9500000,55307
20170920,000000,97.8260000,98.1470000,97.8240000,98.0400000,6864
20170921,000000,97.7040000,98.0880000,97.7040000,97.9530000,680
20170922,000000,97.9980000,98.0970000,97.8560000,97.9140000,30501
20170925,000000,98.2710000,98.2760000,97.7540000,97.8110000,50512
20170926,000000,97.7300000,98.0470000,97.6710000,97.6820000,855876
20170927,000000,97.4120000,97.5980000,97.3090000,97.4130000,441952
20170928,000000,97.6670000,97.6890000,97.3580000,97.6630000,9492
20170929,000000,98.2920000,98.2920000,97.5010000,97.6100000,1005
20171002,000000,98.0240000,98.0240000,97.5050000,97.6010000,3348
20171003,000000,97.9940000,97.9940000,97.5570000,97.6100000,3051
20171004,000000,97.9970000,98.1000000,97.6020000,97.9170000,658794
20171005,000000,98.2480000,98.2500000,98.0120000,98.1030000,26960
20171006,000000,98.2930000,98.4970000,98.0060000,98.1010000,78265
20171009,000000,97.7210000,98.2480000,97.7210000,98.0790000,10441
20171010,000000,97.5690000,98.4900000,97.5680000,98.3540000,1786665
20171011,000000,98.4490000,98.9990000,98.4490000,98.5510000,228925
20171012,000000,98.7950000,98.8010000,98.4250000,98.8000000,119026
20171013,000000,98.7110000,99.1460000,98.7110000,98.9110000,322257
20171016,000000,98.9130000,99.2490000,98.8040000,98.9050000,431410
20171017,000000,98.8110000,98.9970000,98.7110000,98.8040000,796565
20171018,000000,99.0000000,99.1000000,98.7310000,98.9530000,785590
20171019,000000,98.8470000,99.0000000,98.8130000,98.9010000,34359
20171020,000000,98.8160000,99.0460000,98.8140000,98.9010000,817230
20171023,000000,99.0950000,99.0970000,98.8150000,98.8170000,25272
20171024,000000,98.8410000,98.9990000,98.7550000,98.7560000,26183
20171025,000000,98.6980000,98.8990000,98.6630000,98.7090000,101691
20171026,000000,98.6160000,98.9290000,98.6140000,98.7240000,182900
20171027,000000,98.7660000,98.8920000,98.2530000,98.4110000,627581
20171030,000000,98.4120000,98.7490000,98.4020000,98.6020000,37251
20171031,000000,98.7880000,98.7880000,98.4150000,98.4520000,1129
20171101,000000,98.6850000,98.7880000,98.4230000,98.5600000,257233
20171102,000000,98.5540000,98.6800000,98.4010000,98.5010000,826212
20171103,000000,99.1970000,99.1990000,98.4050000,98.4300000,771380
20171107,000000,98.5010000,98.6000000,98.4100000,98.4100000,227183
20171108,000000,98.4010000,98.4990000,98.0030000,98.1050000,577787
20171109,000000,98.1110000,98.3660000,98.1110000,98.2500000,319484
20171110,000000,98.2210000,98.4370000,98.0130000,98.0160000,69347
20171113,000000,98.3430000,98.3440000,97.8170000,97.9530000,305070
20171114,000000,97.9020000,98.0470000,97.6160000,97.8060000,1135129
20171115,000000,97.7270000,98.0500000,97.7240000,98.0500000,392324
20171116,000000,98.1440000,98.1900000,97.9590000,98.0240000,157273
20171117,000000,97.9940000,98.3290000,97.9940000,98.2000000,36100
20171120,000000,98.0930000,98.4500000,98.0930000,98.1070000,2284
20171121,000000,98.0410000,98.2960000,98.0410000,98.2000000,1311
20171122,000000,98.4310000,98.4990000,98.1020000,98.3510000,45196
20171123,000000,98.6460000,98.6480000,98.2640000,98.3520000,1673
20171124,000000,98.3020000,98.5000000,98.2650000,98.3250000,598
20171127,000000,98.2270000,98.4500000,98.2260000,98.2730000,10260
20171128,000000,98.2740000,98.6000000,98.2740000,98.5520000,229219
20171129,000000,98.6980000,98.8000000,98.5410000,98.5530000,128941
20171130,000000,98.4280000,98.7450000,98.4280000,98.5510000,14622
20171201,000000,98.7400000,98.7940000,98.6000000,98.7040000,17329
20171204,000000,98.7000000,98.7970000,98.5220000,98.5400000,21051
20171205,000000,98.7960000,98.9200000,98.5810000,98.8500000,137283
20171206,000000,99.0890000,99.0940000,98.6730000,98.8530000,83561
20171207,000000,98.6770000,99.1470000,98.6770000,98.9410000,393017
20171208,000000,99.1920000,99.2000000,98.7790000,98.9420000,4486
20171211,000000,98.7790000,99.1480000,98.7770000,98.9220000,5828
20171212,000000,98.8050000,99.3000000,98.8010000,99.1260000,375803
20171213,000000,98.8730000,99.2470000,98.8720000,99.2010000,66991
20171214,000000,99.1510000,99.2830000,99.1510000,99.2000000,15514
20171215,000000,99.2970000,99.6480000,98.9750000,99.5980000,133434
20171218,000000,99.5510000,99.7500000,99.5500000,99.6050000,156570
20171219,000000,99.8980000,99.8990000,99.1020000,99.7550000,690859
20171220,000000,99.9460000,100.1100000,99.7020000,100.0140000,69033
20171221,000000,100.0600000,100.1990000,100.0150000,100.1020000,103884
20171222,000000,100.0030000,100.2460000,100.0020000,100.1000000,18022
20171225,000000,100.0040000,100.3890000,99.9190000,99.9640000,3854
20171226,000000,100.3890000,100.3890000,100.0020000,100.1000000,12695
20171227,000000,100.1980000,100.2500000,100.0510000,100.0510000,648110
20171228,000000,100.0070000,100.2500000,99.7030000,100.1210000,22770
20171229,000000,100.0370000,100.4950000,100.0000000,100.0000000,56936
20180103,000000,100.4070000,100.4070000,100.4030000,100.4030000,10
20180104,000000,100.3890000,100.4650000,100.1040000,100.4550000,400
20180105,000000,100.4500000,100.5950000,100.2910000,100.2910000,365
20180109,000000,100.0160000,100.8980000,100.0110000,100.5530000,2683039
20180110,000000,100.5850000,100.9140000,100.5010000,100.5030000,2292
20180111,000000,100.4470000,100.6470000,100.2000000,100.6000000,58635
20180112,000000,100.6970000,100.8100000,100.4020000,100.6630000,1730387
20180115,000000,100.8970000,100.9490000,100.6580000,100.7550000,99476
20180116,000000,100.9090000,100.9090000,100.5310000,100.5310000,394
20180117,000000,100.7500000,100.7500000,100.2520000,100.4550000,9118
20180118,000000,100.4990000,100.7980000,100.4100000,100.5500000,253447
20180119,000000,100.7310000,100.7490000,100.5510000,100.7490000,527285
20180122,000000,100.5750000,100.7620000,100.5750000,100.6510000,77875
20180123,000000,100.6530000,100.7900000,100.4600000,100.7000000,1010325
