<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170627,000000,95.3400000,95.6990000,95.2000000,95.4500000,243951
20170628,000000,95.2000000,95.4000000,94.9640000,95.3010000,317135
20170629,000000,95.3240000,95.4970000,95.0090000,95.0100000,21055
20170630,000000,95.0020000,95.4000000,94.9010000,95.2500000,37346
20170703,000000,95.6960000,95.6990000,95.1050000,95.3010000,6100
20170704,000000,95.1100000,95.3950000,95.1040000,95.2000000,22080
20170705,000000,95.1050000,95.2000000,94.5500000,94.9000000,202108
20170706,000000,94.5950000,94.8010000,94.4000000,94.4000000,1276187
20170707,000000,94.6360000,94.6360000,93.9000000,94.1000000,492823
20170710,000000,94.3000000,94.6490000,94.2110000,94.5010000,142328
20170711,000000,94.1640000,94.5360000,93.9010000,94.2030000,380508
20170712,000000,94.5860000,94.9000000,94.2110000,94.4560000,640482
20170713,000000,94.6350000,95.0800000,94.6320000,94.9220000,526272
20170714,000000,94.7120000,95.5500000,94.7010000,95.2500000,142677
20170717,000000,95.2630000,95.3490000,95.0030000,95.2120000,532780
20170718,000000,95.0040000,95.3500000,95.0040000,95.2500000,428570
20170719,000000,95.6190000,95.6190000,94.8040000,95.1520000,158414
20170720,000000,95.5950000,95.5980000,94.7650000,95.2510000,1594118
20170721,000000,95.2140000,95.7500000,95.2100000,95.2130000,98948
20170724,000000,95.0060000,95.4500000,94.4560000,94.5970000,2396233
20170725,000000,94.5020000,94.8980000,94.5000000,94.5500000,54913
20170726,000000,94.6510000,95.0480000,94.5000000,94.9070000,2005155
20170727,000000,94.9510000,95.5000000,94.9500000,95.3510000,612433
20170728,000000,95.3120000,95.4990000,95.0110000,95.2510000,323490
20170731,000000,95.1640000,95.2770000,94.7260000,95.1510000,128753
20170801,000000,95.4970000,95.4980000,94.9050000,95.2950000,631530
20170802,000000,95.5330000,95.5330000,95.0020000,95.1110000,172556
20170803,000000,95.0570000,95.7000000,94.9250000,95.6940000,254889
20170804,000000,95.9480000,96.5500000,95.4510000,96.3350000,943418
20170807,000000,96.3580000,96.6000000,96.2510000,96.3250000,125078
20170808,000000,96.2920000,96.5370000,96.0020000,96.2010000,265672
20170809,000000,96.2020000,96.3910000,96.0030000,96.1010000,124257
20170810,000000,96.3480000,96.4500000,96.1210000,96.1570000,693646
20170811,000000,95.8000000,96.3500000,95.8000000,96.2500000,126212
20170814,000000,96.2500000,96.6000000,96.2500000,96.3720000,58156
20170815,000000,96.0020000,96.7390000,95.0290000,96.2600000,5428
20170816,000000,96.5450000,96.5450000,96.2000000,96.2000000,27149
20170817,000000,96.2020000,96.4970000,96.1520000,96.1640000,47312
20170818,000000,96.2140000,96.4000000,96.1020000,96.1170000,7401
20170821,000000,96.0540000,96.3980000,96.0530000,96.2510000,310832
20170822,000000,96.3980000,96.3980000,96.1020000,96.2500000,45846
20170823,000000,96.2000000,96.4100000,96.1010000,96.3000000,86758
20170824,000000,96.1020000,96.3980000,96.1010000,96.2730000,100715
20170825,000000,96.3000000,96.4490000,96.2040000,96.2040000,53959
20170828,000000,96.1150000,96.5880000,96.0530000,96.1510000,394616
20170829,000000,96.0040000,96.2460000,96.0010000,96.0400000,318311
20170830,000000,96.0510000,96.3290000,96.0010000,96.1640000,204167
20170831,000000,96.3990000,96.6990000,96.1510000,96.6000000,345978
20170901,000000,96.5070000,97.1990000,96.5070000,96.8530000,1224962
20170904,000000,96.8550000,97.1360000,96.7130000,96.7430000,6117
20170905,000000,97.1270000,97.5780000,96.8520000,97.3610000,390581
20170906,000000,97.3990000,97.7010000,97.2520000,97.4000000,417700
20170907,000000,97.9480000,97.9480000,97.6100000,97.7000000,64705
20170908,000000,97.5120000,97.9500000,97.5120000,97.6510000,113831
20170911,000000,97.5020000,97.9240000,97.5020000,97.7520000,6902
20170912,000000,97.7910000,97.8000000,97.6010000,97.6020000,316454
20170913,000000,97.6040000,97.8290000,97.4060000,97.5020000,1043
20170914,000000,97.7470000,97.7480000,97.5030000,97.5030000,52599
20170915,000000,97.8060000,97.8060000,97.3650000,97.7980000,386860
20170918,000000,97.5230000,97.7690000,97.4500000,97.4500000,410391
20170919,000000,97.4500000,97.6500000,97.3010000,97.5040000,804513
20170920,000000,97.4540000,97.7000000,97.4530000,97.6000000,234629
20170921,000000,97.3530000,97.6480000,97.2540000,97.3000000,2113848
20170922,000000,97.2820000,97.4470000,97.2820000,97.3020000,411615
20170925,000000,97.8200000,97.8200000,97.0510000,97.2000000,389480
20170926,000000,97.1040000,97.2880000,96.8660000,96.9500000,794161
20170927,000000,96.9010000,97.0460000,96.1720000,96.6000000,849320
20170928,000000,96.4040000,96.9980000,96.2930000,96.9000000,271590
20170929,000000,96.7050000,97.3500000,96.7050000,97.0060000,645553
20171002,000000,97.0140000,97.2890000,96.8010000,96.9000000,331972
20171003,000000,96.7520000,96.9930000,96.7000000,96.8020000,1307346
20171004,000000,96.7430000,97.0990000,96.7420000,96.9550000,782784
20171005,000000,96.8710000,97.2890000,96.8700000,97.1100000,445813
20171006,000000,97.1110000,97.2980000,96.9040000,96.9050000,91122
20171009,000000,96.6030000,97.1940000,96.6030000,96.8160000,102378
20171010,000000,97.2940000,97.3000000,96.8520000,97.0600000,122805
20171011,000000,97.1000000,97.4480000,97.0140000,97.3610000,52592
20171012,000000,97.5980000,97.5980000,97.3120000,97.4640000,232325
20171013,000000,97.5100000,97.8500000,97.4700000,97.7020000,655656
20171016,000000,97.8780000,97.8780000,97.3920000,97.4100000,497094
20171017,000000,97.1520000,97.5450000,97.1510000,97.2550000,111629
20171018,000000,97.6450000,97.6490000,97.3500000,97.3640000,4407
20171019,000000,97.6450000,97.6450000,97.3160000,97.5050000,49432
20171020,000000,97.3300000,97.5970000,97.3130000,97.3230000,282938
20171023,000000,97.3140000,97.5950000,97.2300000,97.2440000,2892
20171024,000000,97.4420000,97.5000000,97.2530000,97.2550000,630158
20171025,000000,97.5080000,97.5100000,97.2510000,97.3000000,548227
20171026,000000,97.2390000,97.2500000,97.1060000,97.1530000,1124865
20171027,000000,97.1660000,97.4950000,96.8540000,97.0000000,525058
20171030,000000,96.9160000,97.3860000,96.9100000,97.2000000,52920
20171031,000000,97.1160000,97.3870000,96.8130000,97.0040000,23920
20171101,000000,97.2750000,97.3970000,97.0020000,97.1280000,158274
20171102,000000,97.0870000,97.2680000,97.0860000,97.1030000,226604
20171103,000000,97.3310000,97.3320000,96.8260000,96.8520000,35503
20171107,000000,97.1000000,97.1970000,96.8220000,96.9680000,8812
20171108,000000,97.1490000,97.1490000,96.6500000,96.7500000,11740
20171109,000000,96.7110000,96.9610000,96.7100000,96.7830000,2206
20171110,000000,96.8130000,97.0400000,96.6870000,96.7510000,184669
20171113,000000,96.6520000,97.0240000,96.3100000,96.4460000,75130
20171114,000000,96.5010000,96.5010000,96.0110000,96.0880000,198940
20171115,000000,96.1100000,96.3890000,96.0220000,96.3510000,70025
20171116,000000,97.2970000,97.2970000,96.3110000,96.6100000,2514655
20171117,000000,96.8370000,96.8370000,96.3720000,96.7000000,30405
20171120,000000,96.7000000,96.8870000,96.4540000,96.5390000,623843
20171121,000000,97.0990000,97.0990000,96.3020000,96.4100000,258335
20171122,000000,96.6470000,96.8970000,96.3540000,96.6650000,126042
20171123,000000,97.0960000,97.0970000,96.6130000,96.8020000,543729
20171124,000000,96.7020000,96.9930000,96.7000000,96.8050000,916
20171127,000000,96.6120000,97.0340000,96.6120000,96.7640000,16372
20171128,000000,97.0470000,97.0500000,96.7380000,96.8730000,57649
20171129,000000,97.1970000,97.3470000,96.7020000,96.7520000,282705
20171130,000000,96.8780000,97.0390000,96.6000000,97.0000000,2195951
20171201,000000,96.7670000,97.1000000,96.7660000,97.0520000,175958
20171204,000000,96.9020000,97.0480000,96.7490000,96.9990000,38605
20171205,000000,96.7510000,97.1010000,96.5020000,97.1000000,463336
20171206,000000,96.9910000,97.1490000,96.9080000,97.0010000,314765
20171207,000000,97.0980000,97.2190000,96.9030000,96.9530000,273507
20171208,000000,97.0010000,97.2000000,96.9600000,97.1040000,48807
20171211,000000,97.0080000,97.2190000,97.0040000,97.1010000,3307
20171212,000000,97.1010000,97.3000000,96.8030000,96.9540000,1999267
20171213,000000,96.9440000,97.1950000,96.8060000,96.9500000,642169
20171214,000000,97.0110000,97.1970000,96.9500000,97.0400000,568392
20171215,000000,97.0400000,97.4000000,96.8540000,97.2060000,733066
20171218,000000,97.2090000,97.5980000,97.1400000,97.2980000,486154
20171219,000000,97.5970000,97.6000000,97.0410000,97.1750000,1884522
20171220,000000,97.5960000,97.6000000,97.1730000,97.4060000,383424
20171221,000000,97.5480000,97.5480000,97.2540000,97.3510000,118468
20171222,000000,97.5920000,97.5930000,97.2500000,97.3430000,78697
20171225,000000,97.5940000,97.5940000,97.2510000,97.3010000,43309
20171226,000000,97.3700000,97.5720000,97.1980000,97.2000000,15455
20171227,000000,97.2070000,97.5900000,97.0030000,97.1540000,248588
20171228,000000,96.7030000,97.4480000,96.7030000,97.2110000,140476
20171229,000000,97.1830000,97.4500000,97.1830000,97.2200000,40714
20180103,000000,97.3980000,97.4500000,97.3980000,97.4500000,930
20180104,000000,97.5960000,98.8000000,97.5510000,97.9400000,6038
20180105,000000,97.8970000,97.9850000,97.5320000,97.7940000,4857
20180109,000000,97.5570000,98.3480000,97.1110000,98.1460000,446781
20180110,000000,98.0000000,98.2500000,97.8000000,97.8060000,598007
20180111,000000,97.8080000,98.0000000,97.7520000,97.9100000,643256
20180112,000000,97.8510000,98.3700000,97.8500000,98.2520000,2946498
20180115,000000,98.4960000,98.6390000,98.2020000,98.3640000,2612861
20180116,000000,98.5490000,98.5640000,98.2160000,98.2590000,108609
20180117,000000,98.4980000,98.4980000,98.0030000,98.3010000,256096
20180118,000000,98.4470000,98.4470000,98.1520000,98.3100000,487335
20180119,000000,98.2110000,98.5740000,98.2110000,98.4000000,370156
20180122,000000,97.7030000,98.5850000,97.7020000,98.2410000,8784
20180123,000000,98.4830000,98.4830000,98.1010000,98.1230000,456438
20180124,000000,98.1490000,98.7000000,98.1190000,98.5960000,283379
20180125,000000,98.8010000,98.8970000,98.5010000,98.5010000,1542397
20180126,000000,98.7000000,98.7000000,98.3010000,98.3010000,369666
20180129,000000,98.3800000,98.4980000,98.2040000,98.3070000,37106
20180130,000000,98.4490000,99.1970000,98.3030000,99.0010000,3662329
20180131,000000,99.0980000,99.6870000,98.9030000,99.6010000,1260750
20180201,000000,99.6010000,99.8370000,99.4120000,99.7130000,269083
20180202,000000,99.7980000,100.0000000,99.6500000,99.8000000,782257
20180205,000000,99.7910000,100.0000000,99.6500000,99.8500000,252469
20180206,000000,99.8230000,99.8960000,99.5070000,99.7520000,2663583
20180207,000000,99.6630000,100.4380000,99.6620000,100.2540000,3706302
20180208,000000,100.0280000,100.2990000,99.9500000,100.2490000,2173581
20180209,000000,99.9130000,100.3490000,99.9020000,100.1880000,1033287
20180212,000000,100.3460000,100.3480000,100.1060000,100.2800000,97606
20180213,000000,100.2800000,100.3000000,100.1600000,100.1600000,231611
20180214,000000,100.2860000,100.3960000,100.1600000,100.2210000,1093267
20180215,000000,100.4990000,100.5000000,100.2610000,100.4500000,599110
20180216,000000,100.6440000,101.1490000,100.5500000,100.9020000,1439877
20180219,000000,100.9490000,100.9900000,100.8230000,100.8560000,25941
20180220,000000,100.8560000,100.9000000,100.5030000,100.5520000,341425
20180221,000000,100.7990000,100.9890000,100.6500000,100.9500000,209644
20180222,000000,100.9000000,100.9990000,100.6710000,100.8060000,918643
20180226,000000,100.9300000,101.4590000,100.8500000,101.1240000,1929810
20180227,000000,101.2980000,101.5000000,100.9500000,100.9670000,164254
20180228,000000,101.2230000,101.2240000,100.8580000,101.0050000,67694
20180301,000000,100.9010000,102.8900000,100.7550000,100.8000000,713327
20180302,000000,100.8020000,100.8890000,100.6080000,100.6520000,128731
20180305,000000,100.5100000,100.8500000,100.5080000,100.7530000,798311
20180306,000000,100.6460000,100.9970000,100.5990000,100.8680000,511927
20180307,000000,100.9890000,101.0500000,100.8010000,100.8210000,15006
20180309,000000,100.9970000,101.2190000,100.7050000,101.0000000,1269
20180312,000000,100.9020000,100.9990000,100.7730000,100.9020000,72570
20180313,000000,100.9000000,101.0000000,100.8010000,100.8500000,668425
20180314,000000,100.9430000,100.9470000,100.6050000,100.6620000,894881
20180315,000000,100.7340000,100.8190000,100.3730000,100.4000000,620491
20180316,000000,100.5460000,100.6450000,100.3000000,100.5120000,2119162
20180319,000000,100.3780000,100.6470000,100.3780000,100.4520000,192171
20180320,000000,100.5210000,100.8500000,100.4150000,100.8470000,1412718
20180321,000000,100.8490000,101.0990000,100.7830000,100.9000000,2899663
20180322,000000,100.8780000,101.3490000,100.8760000,101.1150000,2430176
20180323,000000,100.9710000,101.3980000,100.9660000,101.1990000,810937
20180326,000000,101.1990000,101.2490000,100.6000000,100.8810000,133809
20180327,000000,100.7410000,101.0000000,100.6410000,100.6410000,112531
20180328,000000,100.8500000,100.8510000,100.7080000,100.8150000,409674
20180329,000000,100.6330000,101.0680000,100.6190000,100.8190000,73048
20180330,000000,100.6830000,100.9000000,100.6800000,100.8500000,191267
20180402,000000,100.8990000,100.9440000,100.7950000,100.8500000,65106
20180403,000000,100.7660000,101.1210000,100.7660000,100.7770000,118868
20180404,000000,100.7010000,100.9700000,100.7010000,100.9010000,287845
20180405,000000,100.8100000,101.0990000,100.8100000,100.8830000,212488
20180406,000000,100.8700000,100.8990000,100.6010000,100.7910000,367911
20180409,000000,100.6100000,100.6100000,98.9620000,99.0340000,3739223
20180410,000000,99.1510000,99.3500000,97.0070000,97.3010000,629069
20180411,000000,97.1620000,97.7370000,93.6000000,97.6500000,362167
20180412,000000,97.7840000,98.8990000,97.7710000,98.2780000,416197
20180413,000000,98.7120000,98.7130000,97.5610000,97.9490000,778224
20180416,000000,97.1580000,98.0990000,97.0710000,97.8510000,2570840
20180417,000000,97.8610000,98.5000000,97.8520000,98.3510000,1273497
20180418,000000,98.2500000,98.8000000,98.0480000,98.6090000,1525629
20180419,000000,98.9100000,99.3500000,98.6110000,99.3000000,3173716
20180420,000000,99.4990000,99.4990000,98.8600000,99.2500000,260472
20180423,000000,99.0860000,99.3960000,98.8010000,98.9000000,2348782
20180424,000000,98.9490000,99.6500000,98.8830000,99.5500000,1348846
20180425,000000,100.0000000,102.8990000,99.2550000,99.2590000,154557
20180426,000000,99.3000000,99.3500000,98.8000000,99.0010000,1004636
20180427,000000,99.1010000,99.4870000,99.1000000,99.3630000,933144
20180428,000000,99.5790000,99.5790000,99.3330000,99.3610000,14180
20180430,000000,99.6820000,99.6820000,99.1010000,99.5000000,727
20180502,000000,99.5720000,99.8370000,99.1550000,99.8060000,989
20180503,000000,99.1770000,99.5950000,98.8090000,98.8100000,1072961
20180504,000000,99.1490000,99.1940000,98.7010000,98.9010000,1402452
20180507,000000,99.1980000,99.1980000,98.8270000,99.0020000,1216930
20180508,000000,98.9520000,99.2460000,98.1410000,98.1410000,834662
20180510,000000,99.0550000,99.1000000,98.7500000,98.8500000,494601
20180511,000000,98.9500000,99.1990000,98.8510000,99.0850000,655639
20180514,000000,99.2950000,99.2960000,98.8120000,99.0480000,130519
20180515,000000,98.8710000,99.1500000,98.6500000,98.7010000,1226410
20180516,000000,99.1890000,99.1890000,98.6760000,98.7600000,379047
20180517,000000,98.6520000,99.1330000,98.6510000,98.8520000,459136
20180518,000000,98.9410000,99.3000000,98.6500000,98.6620000,800220
20180521,000000,98.7580000,98.9780000,98.4060000,98.7010000,26341
20180522,000000,98.9170000,98.9790000,98.7510000,98.8570000,23676
20180523,000000,98.9790000,99.2500000,98.8080000,98.9510000,734571
20180524,000000,99.4460000,99.5060000,99.0040000,99.3010000,1272346
20180525,000000,99.2200000,99.3500000,99.0090000,99.0510000,407316
20180528,000000,99.2000000,99.2480000,98.9910000,99.0780000,7159
20180529,000000,99.0020000,99.0200000,98.8600000,98.8700000,679690
20180530,000000,99.0980000,99.1000000,98.8210000,98.9080000,3817
20180531,000000,99.0990000,99.1180000,98.7070000,98.7590000,1512569
20180601,000000,98.9900000,99.1000000,98.7650000,98.8030000,55846
20180604,000000,98.8050000,99.1470000,98.8040000,99.0100000,704794
20180605,000000,99.1480000,99.1490000,98.7000000,98.7010000,929003
20180606,000000,98.6520000,98.9320000,98.5010000,98.5670000,391266
20180607,000000,98.7500000,98.7820000,98.1010000,98.2010000,514057
20180608,000000,98.1820000,98.5780000,97.6000000,97.7640000,559397
20180609,000000,97.6300000,98.0810000,97.6300000,97.8500000,6512
20180611,000000,97.6310000,97.9990000,97.6310000,97.7810000,2247
20180613,000000,97.9850000,97.9890000,97.3020000,97.3090000,588723
20180614,000000,97.6690000,97.7490000,97.3090000,97.5110000,468135
20180615,000000,97.6980000,97.8220000,96.1000000,96.2250000,592614
20180618,000000,96.6630000,96.6630000,95.5000000,95.5090000,1037282
20180619,000000,95.3770000,95.7990000,94.9010000,95.5550000,1097550
20180620,000000,96.0000000,96.6500000,95.5230000,96.6500000,499850
20180621,000000,96.7090000,96.9290000,96.1750000,96.7890000,2636694
20180622,000000,96.9050000,96.9050000,96.2020000,96.7520000,338202
20180625,000000,96.4670000,97.0500000,96.4670000,96.9460000,129380
20180626,000000,97.0850000,97.2100000,96.1110000,96.1800000,396989
20180627,000000,96.1530000,96.5490000,95.9000000,96.3980000,530770
20180628,000000,96.0770000,96.4500000,95.9600000,96.4500000,419591
20180629,000000,96.6470000,96.7930000,96.4030000,96.5640000,150653
20180702,000000,96.6910000,96.8370000,96.3650000,96.5600000,333298
20180703,000000,96.5160000,96.7950000,96.4000000,96.4500000,102754
20180704,000000,96.7370000,96.7790000,96.3810000,96.5500000,8963
20180705,000000,96.7260000,96.8940000,96.3820000,96.8000000,207770
20180706,000000,96.7010000,96.9830000,96.6190000,96.7500000,700300
20180709,000000,96.8500000,97.3990000,96.8020000,97.3020000,2436891
20180710,000000,97.0010000,97.4960000,97.0010000,97.3510000,964462
20180711,000000,97.1630000,97.7790000,97.1010000,97.5020000,945928
20180712,000000,97.5010000,97.9000000,97.1640000,97.7500000,267236
20180713,000000,97.6040000,97.8900000,97.6010000,97.8000000,336699
20180716,000000,97.6060000,97.9990000,97.5050000,97.5590000,65610
20180717,000000,97.8940000,97.8940000,96.9010000,97.1000000,1071466
20180718,000000,97.3390000,97.3390000,96.7000000,96.7520000,176717
20180719,000000,96.7170000,96.7960000,96.4030000,96.4530000,3247624
20180720,000000,96.4980000,96.7970000,96.2010000,96.5020000,1046011
20180723,000000,96.6480000,96.6990000,96.4610000,96.5500000,809571
20180724,000000,96.3140000,96.8230000,96.2000000,96.5020000,168888
20180725,000000,96.4200000,96.5860000,95.9000000,96.2520000,332232
20180726,000000,96.1490000,96.5980000,96.0510000,96.2970000,2006
20180727,000000,96.0540000,96.4460000,96.0510000,96.1510000,113348
20180730,000000,96.3600000,96.5000000,96.0000000,96.3530000,327703
20180731,000000,96.1710000,96.6990000,96.1700000,96.6500000,920828
20180801,000000,96.6000000,96.6970000,96.3570000,96.4020000,18196
20180802,000000,96.6410000,96.6410000,95.7000000,95.7050000,825358
20180803,000000,95.6120000,96.0390000,95.5010000,95.7510000,72417
20180806,000000,95.6110000,95.7210000,95.1200000,95.3490000,136329
20180807,000000,95.2210000,95.6570000,95.2210000,95.5020000,250348
20180808,000000,95.4100000,95.5100000,93.9500000,94.2580000,1733328
20180809,000000,94.0520000,94.0520000,90.5150000,93.2520000,623463
20180810,000000,93.1000000,93.4870000,92.7000000,92.8500000,1672203
20180813,000000,92.8070000,93.0560000,92.0000000,92.0000000,844327
