<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170525,000000,100.1860000,100.1860000,99.5620000,99.5620000,3361
20170526,000000,99.4930000,99.8870000,99.4110000,99.4110000,62
20170529,000000,99.3740000,99.4650000,99.3640000,99.4600000,831
20170530,000000,99.9990000,99.9990000,99.4200000,99.4200000,717
20170531,000000,99.3250000,99.8810000,99.2000000,99.2500000,42473
20170601,000000,99.8220000,99.9000000,99.2660000,99.7030000,10952
20170602,000000,99.9980000,99.9980000,99.4710000,99.4770000,976
20170605,000000,99.6220000,99.9970000,99.5710000,99.7010000,44845
20170606,000000,100.0860000,100.0980000,99.5550000,99.8010000,53237
20170607,000000,99.9980000,100.0000000,99.5720000,99.5720000,226280
20170608,000000,100.1380000,100.1380000,99.5710000,99.7540000,474000
20170609,000000,100.0940000,100.0990000,99.5680000,99.9200000,1040
20170613,000000,100.0000000,100.1000000,99.9000000,99.9210000,501
20170614,000000,99.9120000,100.2480000,99.6110000,99.9020000,226827
20170615,000000,99.6130000,99.9940000,99.2520000,99.2520000,203108
20170616,000000,99.1910000,99.7650000,98.8600000,98.8600000,341531
20170619,000000,98.8010000,99.0980000,98.6520000,98.6520000,2601
20170620,000000,98.6620000,99.2000000,98.6600000,98.8510000,112653
20170621,000000,98.6030000,99.2000000,98.6000000,99.0520000,353399
20170622,000000,98.7250000,99.2780000,98.6710000,99.0020000,147324
20170623,000000,98.8620000,99.3890000,98.8600000,99.3890000,7227
20170626,000000,99.0110000,99.6980000,99.0110000,99.3600000,295470
20170627,000000,99.4100000,99.7490000,99.0140000,99.2050000,1431708
20170628,000000,99.0690000,99.4500000,99.0140000,99.2020000,178526
20170629,000000,99.6940000,99.6980000,99.2020000,99.2220000,21093
20170630,000000,99.2510000,99.4380000,99.1010000,99.1200000,69031
20170703,000000,99.4050000,99.4980000,99.2110000,99.2140000,4113
20170704,000000,99.0060000,99.4000000,99.0020000,99.1560000,69693
20170705,000000,99.0090000,99.2990000,98.8010000,98.8020000,964989
20170706,000000,98.5630000,99.0490000,98.5630000,98.7540000,1703
20170707,000000,98.7540000,98.9970000,98.3610000,98.5520000,1529762
20170710,000000,98.9860000,98.9890000,98.6540000,98.7230000,25425
20170711,000000,98.5390000,98.8890000,98.5320000,98.6540000,25776
20170712,000000,98.3640000,98.9500000,98.3640000,98.6570000,106128
20170713,000000,98.7110000,99.0500000,98.6540000,98.9210000,9435
20170714,000000,98.9010000,99.3500000,98.8020000,99.2000000,841399
20170717,000000,99.0520000,99.5000000,99.0000000,99.1540000,1884557
20170718,000000,99.1130000,99.3930000,99.0500000,99.1000000,538675
20170719,000000,99.4380000,99.4380000,99.0010000,99.0330000,101528
20170720,000000,99.0640000,99.2450000,98.8190000,99.1020000,15506
20170721,000000,99.1130000,99.5360000,99.0610000,99.0610000,1629
20170724,000000,99.2890000,99.2900000,98.8010000,98.8260000,109869
20170725,000000,98.7000000,98.9690000,98.7000000,98.8040000,104512
20170726,000000,98.8490000,99.0490000,98.7540000,98.8530000,123346
20170727,000000,98.7550000,99.1800000,98.7520000,99.1500000,75826
20170728,000000,99.0170000,99.1990000,98.8120000,99.0010000,26803
20170731,000000,99.0110000,99.0500000,98.7520000,98.9990000,875124
20170801,000000,98.9510000,99.0500000,98.9010000,98.9220000,2101
20170802,000000,98.9800000,99.0390000,98.8020000,98.9770000,30542
20170803,000000,98.7140000,99.4000000,98.7130000,98.9090000,3142
20170804,000000,99.2880000,99.2990000,98.9210000,99.0960000,301642
20170807,000000,99.1990000,99.5390000,99.1930000,99.3570000,98337
20170808,000000,99.5880000,99.5890000,99.3290000,99.3300000,157096
20170809,000000,99.4950000,99.4950000,99.0000000,99.0120000,201246
20170810,000000,99.2010000,99.6880000,99.2010000,99.3140000,194887
20170811,000000,99.1000000,99.5380000,99.1000000,99.2530000,1401
20170814,000000,99.4000000,99.5840000,99.2620000,99.3540000,347
20170815,000000,99.3640000,99.6190000,99.3640000,99.4520000,12689
20170816,000000,99.7850000,99.7890000,99.4260000,99.6490000,2147
20170817,000000,99.8480000,99.9400000,99.5620000,99.6720000,27288
20170818,000000,99.9850000,99.9880000,99.5640000,99.6100000,8883
20170821,000000,99.9360000,99.9370000,99.6520000,99.6830000,16538
20170822,000000,99.7500000,99.9500000,99.7000000,99.8600000,208144
20170823,000000,99.9980000,100.0960000,99.7480000,99.7540000,479
20170824,000000,99.8110000,100.1480000,99.8110000,100.1480000,598503
20170825,000000,99.7770000,100.1380000,99.7740000,99.8070000,21384
20170828,000000,100.0980000,100.0990000,99.8610000,99.8650000,54
20170829,000000,99.8060000,100.0890000,99.7040000,99.7520000,42880
20170830,000000,100.0340000,100.0390000,99.6690000,99.8230000,56053
20170831,000000,100.0650000,100.1360000,99.8270000,99.9250000,401
20170901,000000,100.1990000,100.3990000,99.9710000,100.3990000,50373
20170904,000000,100.4000000,100.4000000,100.3000000,100.3000000,647
20170905,000000,100.5370000,100.7390000,100.1850000,100.4910000,46536
20170906,000000,100.5130000,100.9190000,100.5130000,100.9000000,729
20170907,000000,100.9080000,100.9080000,100.6120000,100.6510000,5531
20170908,000000,100.9300000,100.9340000,100.6700000,100.6700000,22672
20170911,000000,100.8560000,100.8560000,100.6510000,100.7210000,23184
20170912,000000,100.6230000,100.7740000,100.6230000,100.7480000,82010
20170913,000000,100.8430000,100.8510000,100.5560000,100.8500000,255500
20170914,000000,100.9480000,100.9680000,100.6670000,100.9680000,246310
20170915,000000,100.9630000,100.9640000,100.8500000,100.9000000,1119273
20170918,000000,100.5430000,100.9980000,100.5430000,100.6070000,30547
20170919,000000,100.9770000,100.9790000,100.6370000,100.6370000,158
20170920,000000,100.4390000,100.9750000,100.3340000,100.9490000,1197
20170921,000000,100.9710000,100.9720000,100.6040000,100.6510000,30822
20170922,000000,100.9080000,101.0980000,100.7020000,100.7020000,4031
20170925,000000,101.0950000,101.0970000,100.7030000,100.7030000,591
20170926,000000,100.7110000,100.9330000,100.4790000,100.5120000,584
20170927,000000,100.7880000,101.0400000,100.2010000,100.2050000,718264
20170928,000000,100.4850000,100.7460000,100.2150000,100.3560000,52013
20170929,000000,100.5970000,100.9490000,100.4610000,100.5620000,111656
20171002,000000,100.5640000,100.7380000,100.4120000,100.5500000,3942
20171003,000000,100.9230000,100.9230000,100.3070000,100.5150000,13202
20171004,000000,100.9240000,100.9990000,100.4570000,100.7000000,2644
20171005,000000,100.9900000,101.0410000,100.6580000,100.8530000,51065
20171006,000000,101.0860000,101.1000000,100.8510000,100.8530000,103212
20171009,000000,101.0940000,101.1490000,100.6030000,100.8510000,2871
20171010,000000,100.7020000,101.1970000,100.7010000,100.9530000,2666
20171011,000000,101.1990000,101.3990000,100.9540000,101.2000000,642911
20171012,000000,100.7130000,101.4800000,100.6040000,101.4010000,28101
20171013,000000,101.3130000,101.6010000,101.3120000,101.3560000,268
20171016,000000,101.8450000,101.8490000,101.4020000,101.4020000,1456
20171017,000000,101.3110000,101.7950000,101.2230000,101.3040000,18114
20171018,000000,101.2640000,101.6940000,101.2610000,101.3710000,16354
20171019,000000,101.6810000,101.7380000,101.3750000,101.7370000,626991
20171020,000000,101.8730000,101.8730000,101.4520000,101.5010000,407407
20171023,000000,101.6840000,101.6840000,101.3250000,101.3260000,321
20171024,000000,101.3230000,101.6880000,101.2660000,101.4530000,973
20171025,000000,101.6780000,101.9900000,101.3220000,101.3520000,932961
20171026,000000,101.2220000,101.5880000,101.2220000,101.2640000,93441
20171027,000000,101.2250000,101.3990000,100.9360000,101.0090000,536447
20171030,000000,101.0060000,101.3890000,101.0020000,101.0330000,1134
20171031,000000,101.0350000,101.3880000,101.0010000,101.1000000,37774
20171101,000000,101.0510000,101.2840000,101.0510000,101.1000000,251
20171102,000000,101.3370000,101.3760000,101.0040000,101.1070000,1338
20171103,000000,101.1140000,101.3390000,101.0230000,101.0230000,4239
20171107,000000,101.3620000,101.3890000,101.0550000,101.0640000,2121
20171108,000000,101.0060000,101.2570000,100.9010000,100.9030000,1760
20171109,000000,100.9110000,101.1580000,100.9110000,101.0980000,133
20171110,000000,101.0010000,101.1910000,100.9010000,100.9010000,62834
20171113,000000,101.1410000,101.1440000,100.7420000,100.8010000,500802
20171114,000000,100.7520000,100.9450000,100.5430000,100.8210000,228572
20171115,000000,100.6950000,100.9370000,100.6950000,100.8500000,81330
20171116,000000,100.8530000,101.0570000,100.8520000,101.0540000,868928
20171117,000000,100.8550000,101.1560000,100.8550000,101.1470000,1253
20171120,000000,100.9590000,101.2590000,100.9510000,100.9510000,2349
20171121,000000,100.9550000,101.2000000,100.9450000,101.1490000,226708
20171122,000000,101.2420000,101.2490000,100.9820000,101.0750000,147824
20171123,000000,101.2970000,101.2980000,101.0710000,101.2010000,75338
20171124,000000,101.1060000,101.2990000,101.1040000,101.1350000,727
20171127,000000,101.2900000,101.3870000,101.1130000,101.1130000,40389
20171128,000000,101.3910000,101.4960000,101.1600000,101.3210000,2726
20171129,000000,101.4940000,101.5800000,101.2710000,101.3240000,187106
20171130,000000,101.4980000,101.4990000,101.2140000,101.3090000,585
20171201,000000,101.4990000,101.4990000,101.2680000,101.3120000,7013
20171204,000000,101.4950000,101.5000000,101.2810000,101.3820000,944
20171205,000000,101.5920000,101.5990000,101.4080000,101.4240000,767
20171206,000000,101.5090000,101.6590000,101.4520000,101.5510000,2247
20171207,000000,101.6760000,101.7480000,101.4150000,101.7480000,50464
20171208,000000,101.8150000,101.8190000,101.4960000,101.6500000,491
20171211,000000,101.8150000,101.8170000,101.4970000,101.6710000,30894
20171212,000000,101.8940000,101.8990000,101.6540000,101.7980000,11644
20171213,000000,101.5980000,101.7990000,101.5940000,101.6010000,2899
20171214,000000,101.7010000,101.8990000,101.7010000,101.7180000,2007
20171215,000000,101.7200000,102.2000000,101.6390000,102.0020000,59771
20171218,000000,102.2960000,102.2990000,101.8010000,102.0310000,1457
20171219,000000,102.2460000,102.2490000,102.0310000,102.2490000,76491
20171220,000000,101.5090000,102.5040000,101.5090000,102.3990000,156211
20171221,000000,102.1880000,102.5090000,102.1830000,102.2540000,40911
20171222,000000,102.4960000,102.6990000,102.2670000,102.3540000,2413
20171225,000000,102.5570000,103.0000000,102.2520000,102.4000000,3940
20171226,000000,102.2520000,102.4000000,102.2510000,102.3610000,2611
20171227,000000,102.4000000,103.4950000,102.3990000,102.4140000,10079
20171228,000000,102.6190000,103.0000000,102.1690000,102.6950000,12615
20171229,000000,102.5220000,102.9190000,102.5200000,102.9000000,6269
20180103,000000,102.6870000,103.0700000,102.6870000,103.0700000,510
20180104,000000,102.7380000,103.2010000,102.7380000,103.0020000,798
20180105,000000,103.2180000,103.2190000,103.1000000,103.1000000,739
20180109,000000,103.1010000,103.4950000,102.7790000,103.0990000,201488
20180110,000000,103.2470000,103.2500000,103.0010000,103.0020000,2339
20180111,000000,103.1940000,103.1940000,102.9070000,102.9100000,6164
20180112,000000,103.1450000,103.1490000,102.8380000,103.0560000,599
20180115,000000,103.3540000,103.3570000,102.9350000,102.9610000,9463
20180116,000000,103.0000000,103.1500000,102.8520000,103.0090000,17110
20180117,000000,102.7090000,103.3550000,102.7080000,102.9000000,9310
20180118,000000,103.3530000,103.3550000,102.7430000,102.9500000,80037
20180119,000000,103.0490000,103.0490000,102.9010000,103.0000000,11947
20180122,000000,103.2170000,103.2180000,103.0010000,103.0210000,15131
20180123,000000,102.9100000,103.0640000,102.7510000,102.8400000,12872
20180124,000000,102.7820000,103.0100000,102.7680000,102.9500000,413336
20180125,000000,102.8990000,103.1000000,102.8000000,102.8040000,468266
20180126,000000,103.0760000,103.0790000,102.7880000,102.8020000,4541
20180129,000000,102.8500000,102.9930000,102.7010000,102.8890000,2539
20180130,000000,102.9090000,103.1000000,102.7910000,102.9160000,31740
20180131,000000,103.0940000,103.2300000,102.9380000,103.0500000,70716
20180201,000000,103.2180000,103.2290000,103.0090000,103.0520000,45638
20180202,000000,103.2260000,103.3480000,103.1490000,103.2500000,1614967
20180205,000000,103.3490000,103.3500000,102.9320000,103.1540000,211436
20180206,000000,103.0020000,103.1960000,102.5000000,103.1060000,251776
20180207,000000,103.2870000,103.6680000,103.2840000,103.4380000,732322
20180208,000000,103.5680000,103.7000000,103.2600000,103.5010000,4548
20180209,000000,103.6330000,103.7000000,103.5020000,103.5520000,2037
20180212,000000,103.7940000,103.7970000,103.5050000,103.6030000,2300
20180213,000000,103.7970000,103.7990000,103.6020000,103.6640000,1464
20180214,000000,103.5930000,103.8490000,103.5930000,103.7060000,440978
20180215,000000,103.9430000,103.9980000,103.6580000,103.9450000,950
20180216,000000,103.9500000,104.1980000,103.8910000,104.1980000,20169
20180219,000000,103.9540000,104.2670000,103.9310000,104.0200000,98100
20180220,000000,104.0990000,104.1000000,103.8440000,104.0790000,6037
20180221,000000,104.0020000,104.2050000,104.0010000,104.2000000,158922
20180222,000000,104.3580000,104.3790000,104.1500000,104.2500000,132463
20180226,000000,104.4780000,104.6990000,104.3730000,104.4850000,29087
20180227,000000,104.4990000,104.4990000,104.2540000,104.3000000,54332
20180228,000000,104.4760000,104.4760000,104.2010000,104.3980000,241546
20180301,000000,104.4760000,104.4790000,104.1640000,104.1790000,551
20180302,000000,104.3750000,104.3900000,104.0810000,104.2000000,3608
20180305,000000,104.2610000,104.2610000,104.0210000,104.0810000,518
20180306,000000,104.3090000,104.4080000,104.1240000,104.2040000,584
20180307,000000,104.3940000,104.3970000,104.2520000,104.2520000,514
20180309,000000,104.1850000,104.5500000,104.1850000,104.5500000,80
20180312,000000,104.2030000,104.5970000,104.2030000,104.3550000,7021
20180313,000000,104.4880000,104.7000000,104.2940000,104.3020000,10367
20180314,000000,104.5300000,104.5300000,103.9010000,104.3000000,128115
20180315,000000,103.9060000,104.5010000,103.9060000,104.0620000,5334
20180316,000000,104.0630000,104.3360000,104.0630000,104.1540000,4151
20180319,000000,104.3780000,104.3870000,104.1330000,104.2030000,2056
20180320,000000,104.3290000,104.5000000,104.3010000,104.5000000,210575
20180321,000000,104.6250000,104.7660000,104.3570000,104.5810000,365507
20180322,000000,104.6780000,104.8760000,104.5240000,104.7700000,7680
20180323,000000,104.6120000,104.9490000,104.6110000,104.8500000,225045
20180326,000000,104.8950000,104.9000000,104.5610000,104.5610000,41413
20180327,000000,104.7480000,104.7490000,104.4610000,104.5500000,191797
20180328,000000,104.5950000,104.5950000,104.3080000,104.5000000,315399
20180329,000000,104.5780000,104.6000000,104.3350000,104.4910000,22961
20180330,000000,104.5010000,104.6880000,104.5010000,104.5320000,3287
20180402,000000,104.4900000,104.6500000,104.4800000,104.5340000,324
20180403,000000,104.7790000,104.7890000,104.4990000,104.4990000,133085
20180404,000000,104.6200000,104.6930000,104.5300000,104.5300000,50979
20180405,000000,104.4050000,104.6790000,104.4040000,104.5500000,100564
20180406,000000,104.5490000,104.6380000,104.3140000,104.5180000,844
20180409,000000,104.2100000,104.4390000,103.2610000,103.2610000,57763
20180410,000000,103.6530000,103.6530000,101.5000000,102.4990000,83339
20180411,000000,102.4980000,103.4500000,101.5110000,102.2510000,80027
20180412,000000,102.2120000,103.4800000,102.2120000,102.8210000,4515
20180413,000000,103.2980000,103.3000000,102.1730000,102.1730000,26209
20180416,000000,102.5010000,102.5960000,101.9810000,102.2510000,4683
20180417,000000,102.5000000,102.6990000,102.4510000,102.4600000,4077
20180418,000000,102.5000000,102.9910000,102.2730000,102.6000000,1113
20180419,000000,103.0960000,103.1000000,102.7010000,102.8840000,5602
20180420,000000,102.7840000,103.0990000,102.7820000,103.0000000,153279
20180423,000000,102.9000000,103.1860000,102.7400000,102.7400000,2524
20180424,000000,102.7990000,103.2000000,102.7990000,103.0060000,48942
20180425,000000,103.1980000,103.3470000,102.9330000,102.9530000,967
20180426,000000,102.7990000,103.1990000,102.7990000,102.9260000,805
20180427,000000,102.9600000,103.4320000,102.7820000,103.0050000,3166
20180428,000000,103.7300000,103.7300000,102.8800000,103.1050000,214
20180430,000000,102.9610000,102.9610000,102.9210000,102.9210000,23
20180502,000000,103.6530000,103.6530000,103.0410000,103.0820000,2015
20180503,000000,102.9190000,103.4390000,100.1100000,103.1100000,76357
20180504,000000,103.2970000,103.2990000,102.7510000,103.2100000,2453
20180507,000000,102.6900000,103.5270000,102.6890000,103.0020000,929
20180508,000000,103.4760000,103.4770000,103.0110000,103.0130000,723
20180510,000000,102.9060000,103.3940000,102.9060000,103.3000000,23
20180511,000000,103.2890000,103.3990000,102.9610000,103.3990000,3188
20180514,000000,103.5000000,103.5010000,102.9020000,102.9520000,252906
20180515,000000,102.9520000,103.3990000,102.7800000,102.8020000,31130
20180516,000000,102.8030000,103.0510000,102.5060000,103.0500000,146139
20180517,000000,102.5870000,103.3730000,102.5870000,102.9000000,224024
20180518,000000,102.9500000,102.9990000,102.5710000,102.5710000,52635
20180521,000000,103.2680000,103.3000000,102.4770000,102.6160000,17238
20180522,000000,102.8490000,102.9490000,102.7020000,102.9490000,5115
20180523,000000,102.7830000,102.8020000,102.6260000,102.7500000,264048
20180524,000000,102.7050000,102.9340000,102.7000000,102.8960000,2366
20180525,000000,102.7600000,102.8980000,102.7510000,102.8000000,2412
20180528,000000,102.6150000,102.8900000,102.5770000,102.8480000,252132
20180529,000000,102.5710000,102.8650000,102.5340000,102.5340000,1480
20180530,000000,102.7390000,102.8010000,102.6390000,102.6650000,373418
20180531,000000,102.9000000,102.9000000,102.7500000,102.8490000,247
20180601,000000,102.5670000,102.9190000,102.5670000,102.8050000,277
20180604,000000,102.7520000,102.9430000,102.7520000,102.9400000,10711
20180605,000000,102.9930000,102.9930000,102.5500000,102.7020000,378127
20180606,000000,102.7510000,102.9450000,102.7510000,102.8000000,243034
20180607,000000,102.6920000,102.8960000,102.6630000,102.6660000,42002
20180608,000000,102.6220000,102.6690000,102.2710000,102.2920000,52974
20180609,000000,102.2860000,102.6930000,102.2730000,102.3100000,222
20180611,000000,102.7080000,102.7190000,102.4990000,102.5000000,414
20180613,000000,102.3220000,102.4000000,101.9030000,102.0850000,17602
20180614,000000,102.1010000,102.4500000,102.1010000,102.3900000,41921
20180615,000000,102.3900000,102.3900000,101.7740000,101.7800000,12287
20180618,000000,101.6210000,102.0540000,101.2020000,101.2020000,3205
20180619,000000,101.2650000,101.2650000,100.2350000,100.5200000,2509
20180620,000000,100.6680000,101.4350000,100.6680000,101.1070000,5090
20180621,000000,100.9880000,101.3270000,100.8850000,101.2970000,2087
20180622,000000,101.4770000,101.6990000,101.0620000,101.2970000,679
20180625,000000,101.0220000,101.3400000,100.8000000,101.0610000,14760
20180626,000000,101.3350000,101.3580000,101.0000000,101.0000000,1748
20180627,000000,101.1510000,101.1510000,100.8070000,100.9930000,6317
20180628,000000,100.9870000,101.2070000,100.8530000,101.0970000,81269
20180629,000000,101.2080000,101.3570000,101.1030000,101.3560000,3976
20180702,000000,101.1710000,101.2980000,101.0440000,101.2980000,77616
20180703,000000,101.4190000,101.4200000,101.0710000,101.1280000,76764
20180704,000000,101.1220000,101.3970000,101.1040000,101.1040000,751
20180705,000000,101.4090000,101.4830000,101.0970000,101.2500000,2333
20180706,000000,101.4790000,101.5900000,101.2030000,101.3000000,2472
20180709,000000,101.5020000,101.5020000,101.3540000,101.5020000,330533
20180710,000000,101.6980000,101.7590000,101.4530000,101.6790000,50886
20180711,000000,101.7000000,101.7000000,101.5000000,101.7000000,25437
20180712,000000,101.6980000,101.8430000,101.4670000,101.8430000,799177
20180713,000000,101.8890000,101.9090000,101.7090000,101.8000000,2647
20180716,000000,101.7110000,101.8990000,101.7100000,101.8980000,103741
20180717,000000,101.8120000,101.8880000,101.6040000,101.6490000,1494
20180718,000000,101.7010000,101.7010000,101.2600000,101.2600000,166846
20180719,000000,101.5400000,101.5460000,101.2060000,101.3970000,359
20180720,000000,101.5980000,101.5980000,101.2520000,101.2530000,4882
20180723,000000,101.7540000,101.7540000,101.3000000,101.3970000,44996
20180724,000000,101.3990000,101.3990000,101.1430000,101.3960000,35817
20180725,000000,101.3010000,101.3950000,100.2240000,101.1000000,110155
20180726,000000,101.1810000,101.2000000,100.9160000,101.1450000,261209
20180727,000000,101.1970000,101.2070000,100.7900000,100.9480000,904063
20180730,000000,100.7600000,100.9850000,100.6000000,100.7620000,23481
20180731,000000,100.7640000,101.0940000,100.7640000,100.9970000,13319
20180801,000000,100.8970000,101.0980000,100.8500000,100.8500000,54246
20180802,000000,100.8220000,100.9480000,100.3000000,100.4530000,105338
20180803,000000,100.5780000,101.0000000,100.2900000,100.4560000,580859
20180806,000000,100.3640000,101.0000000,100.2700000,100.4000000,8961
20180807,000000,100.4010000,100.5720000,100.3480000,100.4900000,84575
20180808,000000,100.4030000,100.4490000,99.5210000,99.8990000,5489
20180809,000000,99.4100000,99.8790000,99.2650000,99.3960000,83150
20180810,000000,99.5500000,99.5500000,99.2600000,99.2620000,10917
20180813,000000,99.3010000,99.3880000,96.6240000,98.8010000,153204
20180814,000000,98.9990000,99.2670000,98.6690000,98.7480000,112182
20180815,000000,98.9780000,98.9900000,98.3000000,98.3000000,51495
20180816,000000,98.2690000,98.7670000,98.1390000,98.3490000,50123
20180817,000000,98.5160000,98.5250000,97.6300000,98.0980000,14226
